gene	conMean	treatMean	logFC	pValue	fdr
MAT1A	1.2118230981804	0.496750479879733	-1.28658584341156	3.90625152464119e-05	7.54059458016501e-05
C7orf61	0.376078983033408	0.183541035389755	-1.03493303314519	0.00973455469068971	0.013882668646592
KCNH6	0.284452833256125	0.0546549077683742	-2.37976649643975	2.01770433478737e-05	4.01969861672565e-05
CYP2A13	0.42852874557461	0.0723878925077951	-2.56557166356439	0.000138220706262952	0.000250288556233395
GLDC	2.40006903796659	1.02313983956347	-1.23007256392191	0.000303630831156469	0.00052883864645683
BRSK2	0.641312921075724	0.238739906371938	-1.4255887355948	0.000650401256377476	0.00108916910814213
ELAVL3	0.27663677388196	0.0241177204788419	-3.51982748919538	9.99638250542396e-07	2.3003723596819e-06
PRTN3	0.389001684670379	0.156033254180401	-1.31792287070647	0.0132111297859003	0.0184678003326043
TUBB4A	0.800173879318485	0.32765681836971	-1.28812798068461	0.0248462723657037	0.033209175985739
FBLL1	1.37367397374165	0.680920841198218	-1.01248064105775	0.00416060984422467	0.00625121524910158
SLC1A2	2.41209703624053	1.05645300287305	-1.19105935727925	0.000227318066645707	0.000400918234072367
PHGDH	24.667189955902	10.4913350861915	-1.23339509433124	3.20236684885291e-06	6.9807582120711e-06
CRYBA2	0.462908292761693	0.0651446763073497	-2.82900721785301	5.14055773785629e-06	1.09660379869544e-05
CYP2C8	0.597684290258352	0.29124547669265	-1.03714797939015	0.00818251572670793	0.0117820233350909
PCSK1N	4.97966578093318	1.88465560999332	-1.40174799787495	0.0151410723027768	0.0209625402243957
BSN	0.375049232797327	0.175629509345212	-1.09454472346589	0.00410358748805416	0.00617016852483673
ATP6V1C2	2.50867001561247	1.24419038040089	-1.01171545756132	0.000383105794585395	0.000659552834882892
TMEM213	0.87054546914922	0.391826805407572	-1.15170355501105	0.01521885945584	0.0210573363004435
PEX5L	0.818188572037862	0.316402079861915	-1.37067430331156	0.000821795935210346	0.00135510392477961
MSI1	2.85802727041871	1.29069845249443	-1.14686770089985	1.30793860734807e-06	2.97051673995096e-06
SLITRK1	0.392195742006682	0.0878003083162583	-2.15927596155828	0.00338821944869299	0.00516497796130009
CDK5R2	0.739203211345212	0.0654464580400891	-3.49758400352272	0.00476729211146776	0.00709573573961303
DLL3	0.391020339171492	0.12906170276392	-1.59918268739692	1.02300017968954e-06	2.35094143988643e-06
TFF2	0.783668707238307	0.262536648396437	-1.57772506213856	0.00882410631006241	0.0126521152115412
CEL	3.28676627563474	0.963515578198218	-1.7702889715282	3.67041215746679e-08	9.77887215469688e-08
AP3B2	1.02849190177283	0.406804850396437	-1.33812164840825	6.24727509363027e-07	1.46092942825867e-06
TFCP2L1	6.71749839445434	3.23762762037862	-1.05298700953781	1.56852139631889e-07	3.89145968815962e-07
C1orf105	0.470189843594655	0.0510660373674833	-3.20280735820982	0.00179102457440864	0.00282715449348802
DLGAP1	0.937675450510022	0.404913265703786	-1.21147575245397	0.0124801977453645	0.0174947241704453
TH	0.335858352006682	0.155960390008909	-1.10667323819892	0.015896665741212	0.0219280524988888
ARL9	2.29139031879733	1.00772273443207	-1.18512448110099	4.91999799072587e-05	9.39587279992023e-05
DDC	0.708020241340757	0.307678981603563	-1.20236471302092	9.27400956724774e-08	2.35558800789374e-07
NTSR2	0.220775346048998	0.024970266064588	-3.14429597681764	1.9479143167914e-14	8.61006064211479e-14
ASCL1	4.23924937375947	1.40999475363029	-1.58811904080442	0.0168798002198096	0.0231874970401983
FADS6	0.18693186385078	0.0408854662383073	-2.19285251019087	0.00019999514333278	0.000355223855761078
FOXI3	0.453219086962138	0.186208041703786	-1.28329324096903	0.0172814854719136	0.0237128629449176
SH3GL2	0.465824772100223	0.19878079763029	-1.22860896444254	0.0124820180322214	0.0174954673421142
CSAG1	1.88421546685969	0.816317880271715	-1.20676098885292	0.033881753982204	0.0443461505407459
CSMD3	0.192614048262806	0.0510292830957684	-1.91631565093178	0.0300325326585348	0.0396409553613384
HPDL	2.16794161926058	0.969495868797327	-1.16101925085548	0.0008356279995281	0.00137657328736644
TERT	0.176117831	0.0624127041603563	-1.49662935588987	1.75997172839536e-14	7.80987454475441e-14
TMSB15A	7.13130842271715	2.51046660069042	-1.50621126913918	1.93233516793265e-07	4.74975700324473e-07
DDN	0.224788591587973	0.0856378102004454	-1.39224900722494	1.49363094257977e-07	3.71245036882776e-07
CELF3	0.408269067636971	0.0924955269153675	-2.14206476273718	0.00074054334743921	0.00122994590748599
RUNDC3A	2.00454378326949	0.331462743556793	-2.59635530368893	1.13461624960228e-05	2.32671043517496e-05
PAH	0.461135445340757	0.165169356706013	-1.48124450987173	0.00771021164984476	0.0111496542560511
TMEM179	0.533571596044543	0.168497098485523	-1.66295812020571	0.0377965443334465	0.0490969844840555
C2orf70	0.629811745028953	0.303367616100223	-1.05385357285761	6.61184898742309e-07	1.5437893271082e-06
TMEM145	2.82965931491091	0.903933705518931	-1.64633949162852	1.06297977894906e-08	2.9672846402487e-08
GPR158	0.545146973080178	0.238845732888641	-1.19056613427429	0.0199842179519672	0.027119581671833
GFRA3	1.66839536212472	0.271902806937639	-2.61729825693737	0.0162560561947239	0.0223941871248122
SULT4A1	0.819478267040089	0.367940944026726	-1.15523146224505	8.32752364284167e-06	1.73364366166067e-05
TEX19	0.390957567057906	0.0940577160757238	-2.05539382579974	0.000544028489744213	0.000920011266918727
LPO	0.211047311750557	0.0573109526481069	-1.88068367016667	0.00601715302476065	0.00884473697842748
PRSS3	0.41457996286637	0.157427474826281	-1.39696304369277	0.0148492624074195	0.0205963841164995
SLC27A2	11.8868841222272	5.00124442717149	-1.24901157366418	0.0118168797841773	0.0166388440196478
NMU	2.58425132605791	1.0780992286637	-1.26125641279682	5.59531389751519e-06	1.18819373260575e-05
DPYSL5	0.677594689837416	0.110225668280624	-2.61996234481655	0.000263902494191243	0.00046231516906439
TMEM82	0.144751132895323	0.0629801889955457	-1.20060464758025	0.037268453082977	0.0484654288701813
MT3	0.221309127902004	0.0858968650400891	-1.36538557267068	0.000209245338987768	0.000370634279259812
LRTM2	0.818893976069042	0.183213962309577	-2.16014722313107	0.000277238848792395	0.000484801551060434
RTBDN	1.57651786837639	0.400913529427617	-1.97537851240382	1.07732974699556e-06	2.46951803566714e-06
SCRT1	0.204649119846325	0.0381941800824053	-2.4217277355958	1.95913490637085e-06	4.3725853300354e-06
GRIN2C	0.604694089933185	0.176022911485523	-1.78044225358019	0.00109141069108585	0.00177210493077289
C8orf86	0.287834760995546	0.0901640032694878	-1.67461735531868	1.25326617022954e-06	2.85207963324095e-06
C11orf86	0.609858456605791	0.16443142698441	-1.89098838254469	0.0021289575512525	0.00333181269427259
HBQ1	0.207443489665924	0.04461727922049	-2.21704393562532	2.39995957439075e-13	9.76473200969486e-13
FAM131C	0.397013402659243	0.170405325077951	-1.2202172919706	4.51965235683413e-07	1.07133378100031e-06
MAST1	0.511326390503341	0.175878096171492	-1.53966866711369	5.54186591691725e-14	2.36554119292776e-13
MATN4	0.451097228741648	0.136302132797327	-1.7266302860782	0.00152226135883713	0.00242577982223153
CA9	5.57673073526726	2.37702070548552	-1.23026514392358	0.00199234283804186	0.00312818817027737
ACTL6B	0.493582427316258	0.0302112895768374	-4.03013135978888	1.52654118950947e-05	3.08470050230039e-05
SH3GL3	0.173892733694878	0.050707196091314	-1.77793524289912	2.00641691551007e-05	3.9989741021799e-05
INHA	1.74782647796437	0.627409003282851	-1.47808382594825	7.55856735249612e-08	1.94242432949024e-07
MSLN	16.4006873536526	5.02533754328508	-1.70646387152904	0.000387625653491976	0.000666741690386185
GNG3	1.46439650340757	0.466812207126949	-1.64939204089556	5.71201733877939e-05	0.000108200401077228
MSLNL	0.245430379483296	0.109624132935412	-1.16274840568082	9.93314458468277e-08	2.51499950920245e-07
SLC38A3	2.01230295788196	0.993823603674833	-1.01778581135633	0.00852525470246616	0.0122508190124132
BRINP2	3.47419528823163	0.865442953616926	-2.00516822034825	5.59005983580247e-05	0.000105979031781514
POU5F1B	0.393040198890869	0.147037602728285	-1.41849172373198	0.000929219133569967	0.00152334872707233
USH1C	0.312224708104677	0.0487674818619154	-2.67859332545217	0.000376680165700051	0.000649149793755038
SEPT3	5.48105256554566	2.47155836115813	-1.14903199740684	1.50192527445435e-13	6.20396242670589e-13
ARHGDIG	0.458589383826281	0.228453099534521	-1.00530494102576	0.0357702315040905	0.0466602644696971
GNG13	1.64419646224944	0.741904200200445	-1.14807788127807	1.60428461246291e-05	3.23168503113629e-05
SLC8A2	0.601775188124722	0.129284507037862	-2.21867522550431	0.00856379053944453	0.0123035876157863
PDIA2	0.731957496276169	0.11761208311804	-2.63772358969023	1.13030794746467e-08	3.15004235009626e-08
KCNH2	1.54450194980624	0.543074130752784	-1.50792064478046	1.70094308000383e-06	3.81642771474718e-06
TMEM249	0.19248800581069	0.0953739182806236	-1.01310185803802	9.0666627401522e-11	2.98284845752557e-10
OGDHL	0.45208260511804	0.0963229872717149	-2.23063436752113	6.98304197124947e-05	0.000130905490976105
